Aeropuerto
Albania
Alcatraces
Arauca-Col. Simón Bolívar
BAR-Hosp. S.V. Paul
BAR-Parque Las Aguas
Barrancas
BAR-Torre Social
Base Aérea
Base Naval
Batallón
BEL-Fernando Vélez
BEL-Secretaría de Salud
BEL-Sub. EPM
BEL-U. S.Buenaventura
Bogotá-Mochuelo
Bolivia
Buenaventura
Buga
C. Alto Rendimiento
Ca. Amaga 2011
Ca. Amaga 2013
Ca. Amagá 2016
Ca. Amagá 2017
Ca. Amalfi 2014
Ca. Andes 2015
Ca. Andes 2017
Ca. Angelópolis 2015
Ca. Angostura 2017
Ca. Anorí 2016
Ca. Anzá 2017
Ca. Armenia 2015
Ca. Barbosa 2011
Ca. Belen Aguas Frias 2011
Ca. Bello 2011
Ca. Belmira 2017
Ca. Betania 2016
Ca. Betulia 2015
Ca. Briceño 2017
Ca. Buriticá 2016
Ca. Cáceres 2017
Ca. Caicedo 2017
Ca. Caldas 2016
Ca. Campamento 2017
Ca. Caracolí 2014
Ca. Carolina Príncipe 2014
Ca. Cisneros 2014
Ca. Cisneros 2017
Ca. Ciudad Bolívar 2014
Ca. Condordia 2015
Ca. Copacabana 2011
Ca. DonMatias 2013
Ca. Ebéjico 2015
Ca. El Bagre 2012
Ca. Entrerrios 2013
Ca. Envigado EIA 2017
Ca. Fredonia 2017
Ca. Gómez Plata 2014
Ca. Guadalupe 2017
Ca. Heliconia 2015
Ca. Hispania 2011
Ca. Hispania 2016
Ca. Itagüí 2017
Ca. Ituango 2016
Ca. Jardín 2016
Ca. La Estrella 2013
Ca. La Pintada 2015
Ca. La Pintada 2017
Ca. La Sierra 2017
Ca. Liborina 2017
Ca. Maceo 2014
Ca. Montebello 2015
Ca. Nechi 2013
Ca. Nechi 2013 - 2016
Ca. Olaya 2017
Ca. Pueblorrico 2015
Ca. Puerto Berrío 2014
Ca. Puerto Nare 2015
Ca. Remedios 2014
Ca. Remedios 2017
Ca. S. And. de Cuerquia 2015
Ca. S. Ant. de Prado 2011
Ca. S. Ant. de Prado 2017
Ca. S. J. de la Montaña 2017
Ca. Sabanalarga 2017
Ca. Salgar 2014
Ca. San Cristóbal 2017
Ca. San Jeronimo 2011
Ca. San Pedro Milagros 2013
Ca. Segovia 2011
Ca. Segovia 2014
Ca. Sopetran 2012
Ca. Sta. Elena 2011
Ca. Sta. Fe de Antioquia 2010
Ca. Sta. Fe de Antioquia 2015
Ca. Sta. Fe de Antioquia 2017
Ca. Sta. Rosa Osos 2013
Ca. Támesis 2015
Ca. Tarazá 2016
Ca. Titiribi 2012
Ca. Toledo 2017
Ca. Valdivia 2013
Ca. Valdivia 2016
Ca. Valparaíso 2015
Ca. Vegachi 2013
Ca. Venecia 2016
Ca. Yalí 2017
Ca. Yarumal 2013
Ca. Yolombó 2014
Ca. Yondó 2015
Ca. Zaragoza 2011
Ca. Zaragoza 2015
Cabecera
CAJAMAG
Cajicá-Manas
CAL-Corp. Lasallista
CAL-Escuela Joaquín A.
CAL-Escuela Joaquín A. (S)
Cali-Cascajal
Caloto
CAL-Plaza Mercado
CAL-Plaza Mercado (S)
CAM
CAM Norte
Candelaria
Cañaveralejo
Cañaverales
CARBOGRANELES
CARDIQUE
Carvajal - Sevillana
Catumare
Caucasia
CEN-Tráfico Centro
Centro
Centro Ejecutivo
Chancleta
Ciénaga
Cinera
Ciudadela
Clínica Tolima
Club Santa Marta
Cofrem
Cogua-PTAR I
COMFENALCO
Compartir
Conejo
COP-Ciud. Educativa
COP-Hosp. Sta. Marg.
Cordobita
CORHUILA
CORNARE
CORTOLIMA
Costa Verde
CRQ
Cuestecitas
CVS
Don Jaca
Dosquebradas-Balalaika
Edificio Edgar Negret
El Recreo
El Tablazo
ENV-Hospital
Envigado-Fundadores
Envigado-IUE
EPA Cartagena
ERA-Obrero
Estación Móvil
Estacion_Secretaria
EST-Centro Adtvo.
EST-Col. Ma. Goretti
EST-Estación La Estrella
EST-Hospital
Florida
Fonseca
Fontibón
Funza-Sisben
GIR-I.E. Col. Colombia
GIR-S.O.S Aburrá Norte
Guachené
Guaymaral
